subperiod,start,end,n_days,cumulative_return,ann_return,ann_vol,sharpe,max_drawdown,avg_gross_exposure,avg_daily_turnover
2010_2012,2010-01-01,2012-12-31,743,0.0,0.0,0.0,,0.0,0.0,0.0
2013_2016,2013-01-01,2016-12-31,1008,0.0,0.0,0.0,,0.0,0.0,0.0
2017_2019,2017-01-01,2019-12-31,754,0.009780377716843258,0.003258188396514816,0.01137849615927533,0.286346134929163,-0.013420636506128236,0.02666146496638539,0.05332292993277078
2020_2022,2020-01-01,2022-12-31,756,0.271329096959698,0.08330977587602906,0.06788374480824026,1.2272418987986689,-0.07103795991358053,0.25042503066717914,0.5008500613343583
2023_2024,2023-01-01,2024-12-31,502,0.04237951966481179,0.021054310438619828,0.05374672941094743,0.39173193735452433,-0.05892554307493192,0.12578663585716193,0.25157327171432387
