basket_quantile_each_side,basket_label,use_signal_scaling,net_sharpe,net_ann_return,net_ann_vol,avg_daily_turnover,avg_gross_exposure,net_sharpe_vs_headline,interpretation
0.005,top/bottom 0.5%,True,0.7960519313768142,0.04256648047720746,0.053471989451223945,0.3095615661207692,0.1547807830603846,0.0,headline high-conviction tail
0.01,top/bottom 1.0%,True,0.40222156633272876,0.024014424825064662,0.059704468469995636,0.4848234028516626,0.2424117014258313,-0.3938303650440854,reported wider-basket robustness check
0.025,top/bottom 2.5%,True,0.0036191071814596137,0.00018813031934050706,0.051982522182344615,0.6047011692311113,0.30235058461555564,-0.7924328241953545,reported wider-basket robustness check
0.05,top/bottom 5.0%,True,-0.2265494283832051,-0.010045176663186828,0.04433988968709979,0.6295513082079945,0.31477565410399727,-1.0226013597600192,reported wider-basket robustness check
0.1,top/bottom 10.0%,True,-0.3973548585466673,-0.015269118446833874,0.038426907632842226,0.626916524701874,0.313458262350937,-1.1934067899234815,reported wider-basket robustness check
0.2,top/bottom 20.0%,True,-0.6332750658145354,-0.01958047397643281,0.03091938248231498,0.616695059625213,0.3083475298126065,-1.4293269971913496,reported wider-basket robustness check
