score_col,aum_label,aum,basket_quantile,use_signal_scaling,gross_ann_return,commission_ann_drag,slippage_ann_drag,trading_cost_ann_drag,borrow_cost_ann_drag,net_ann_return,net_ann_vol,gross_sharpe,after_commission_sharpe,after_slippage_sharpe,post_trading_cost_sharpe,net_sharpe,commission_sharpe_drag,slippage_sharpe_drag,trading_cost_sharpe_drag,borrow_sharpe_drag,max_drawdown,avg_entry_turnover,avg_exit_turnover,avg_roundtrip_turnover,avg_daily_turnover,avg_gross_exposure,pct_days_with_positions,avg_n_long_active,avg_n_short_active,avg_gross_exposure_active,avg_daily_turnover_active,pct_days_full_target_gross,pct_days_capacity_constrained,avg_n_long,avg_n_short,avg_n_cap_binding,avg_pct_cap_binding,max_participation,avg_gross_return_bps,avg_commission_bps,avg_slippage_bps,avg_borrow_bps,avg_net_return_bps,n_days
score_random_forest,250M,250000000,0.005,True,0.06624187814225313,0.003979709097114713,0.011939127291344139,0.01591883638845885,0.0003667866126506952,0.04903473215748533,0.055043934935310214,1.1982858879329348,1.123026160164356,0.8978101235982765,0.8978101235982765,0.8908289753469272,0.0752597277685787,0.22521603656607958,0.3004757643346583,0.006981148251349323,-0.09379096565903355,0.15792496417121876,0.15792496417121876,0.3158499283424375,0.3158499283424375,0.15792496417121876,0.49687677455990914,3.9485714285714284,3.9485714285714284,0.3178352707491614,0.6356705414983228,0.009653605905735378,0.48722316865417375,1.9619534355479842,1.9619534355479842,1.8909710391822827,0.23941415862199508,0.05000000000000001,2.6056163975907127,0.15792496417121876,0.47377489251365623,0.014555024311535526,1.9593615165943021,1761
