score_col,oos_start,oos_end,gross_ann_return,net_ann_return,gross_sharpe,net_sharpe,max_drawdown,avg_gross_exposure,pct_days_capacity_constrained,avg_gross_return_bps,avg_net_return_bps,n_days
score_random_forest,2018-01-02,2024-12-31,0.025920750503777068,-0.07575049746769746,0.4481893334382032,-1.3098395681262298,-0.426702083778318,0.9994608819818555,0.0005678591709256105,1.081900314247881,-3.0590587159376654,1761
score_elastic_net,2018-01-02,2024-12-31,0.02615759883296853,-0.0761138543093508,0.45603685690074314,-1.3269928330457725,-0.42913748642548244,0.9984092360993395,0.011357183418512209,1.0899126239702954,-3.075801863699616,1761
score_baseline,2018-01-02,2024-12-31,0.012823529564421676,-0.09116847964180907,0.3141807056124489,-2.2338152020000557,-0.4879827786303633,0.99896201748325,0.0068143100511073255,0.5387034210102011,-3.7596898211879823,1761
