analysis_window,score_col,aum_label,gross_sharpe,after_commission_sharpe,after_slippage_sharpe,net_sharpe,commission_sharpe_drag,slippage_sharpe_drag,borrow_sharpe_drag,trading_cost_sharpe_drag,gross_to_net_sharpe_drag
2010-2024 baseline reference under Section 6.3 costs,score_baseline,50M,1.1399979576307042,0.358761519060675,-1.8707048739705652,-2.209170982756426,0.7812364385700292,2.22946639303124,0.3384661087858607,3.0107028316012694,3.34916894038713
2010-2024 baseline reference under Section 6.3 costs,score_baseline,250M,0.8749057056169335,0.22594783541179944,-1.6397722738319633,-1.8979293203363519,0.6489578702051341,1.8657201092437627,0.25815704650438853,2.514677979448897,2.7728350259532855
2010-2024 baseline reference under Section 6.3 costs,score_baseline,1B,0.2566032818520296,-0.1260026694709866,-1.2492432571740932,-1.4285886280989244,0.38260595132301617,1.1232405877031066,0.17934537092483116,1.5058465390261229,1.685191909950954
