aum_label,avg_gross_exposure,pct_days_full_target_gross,pct_days_capacity_constrained,avg_n_long,avg_n_short,avg_n_cap_binding,avg_pct_cap_binding,max_participation
50M,0.9995758465929795,0.9994321408290744,0.0005678591709256105,94.52867688813174,94.52867688813174,0.6507666098807495,0.0037550224251520666,0.05000000000000001
250M,0.9994608819818555,0.9994321408290744,0.0005678591709256105,94.52867688813174,94.52867688813174,24.876206700738216,0.13300269366793116,0.05000000000000001
1B,0.8644355322153568,0.5848949460533788,0.4151050539466212,94.52867688813174,94.52867688813174,86.50255536626916,0.45897159638132456,0.05000000000000001
