aum_label,max_single_name_participation,mean_daily_max_participation,mean_participation_all_positions,pct_positions_at_cap,n_days_with_cap_breach,max_long_short_imbalance_dollar,avg_long_short_imbalance_dollar,avg_n_long,avg_n_short,avg_gross_exposure
50M,0.05000000000000001,0.04684039341269258,0.022794234594057244,0.28364688856729375,0,7.450580596923828e-09,1.9584383283342635e-10,3.9485714285714284,3.9485714285714284,0.6103772845281006
250M,0.05000000000000001,0.0499553165839699,0.030881262573271052,0.4823444283646889,0,2.9802322387695312e-08,1.4459448201315743e-09,3.9485714285714284,3.9485714285714284,0.3115073816792426
1B,0.05000000000000001,0.05000000000000002,0.030048392439729222,0.5007235890014472,0,5.960464477539063e-08,2.63910208429609e-09,3.9485714285714284,3.9485714285714284,0.09448709890501543
