date,score_spread,n_candidates,n_each_side,spread_threshold,spread_threshold_high,gross_multiplier
2023-01-23,0.0012247351572090737,951,4,0.0011917268011031135,0.0014896585013788918,0.5
2023-01-24,0.0012471358772679416,904,4,0.0012017427123422295,0.0015021783904277867,0.5
2023-01-25,0.001209997439668985,896,4,0.001212917049767272,0.00151614631220909,0.0
2023-01-26,0.001251442000584931,923,4,0.0012137330328325928,0.001517166291040741,0.5
2023-01-27,0.0012732511661475003,936,4,0.0012176436639271425,0.001522054579908928,0.5
2023-01-30,0.0012341669175213637,932,4,0.0012193268868298398,0.0015241586085372998,0.5
2023-01-31,0.0011577002768864279,867,4,0.001220122641213205,0.0015251533015165062,0.0
2023-02-01,0.0012007464704653897,863,4,0.001220122641213205,0.0015251533015165062,0.0
2023-02-02,0.0013007196323413651,884,4,0.001220122641213205,0.0015251533015165062,0.5
2023-02-03,0.0012145579852434751,908,4,0.0012229714365779166,0.0015287142957223958,0.0
2023-02-06,0.0011272369541696164,896,4,0.0012229714365779166,0.0015287142957223958,0.0
2023-02-07,0.0011454441132447628,846,4,0.0012229714365779166,0.0015287142957223958,0.0
2023-02-08,0.0012537654389311857,859,4,0.0012229714365779166,0.0015287142957223958,0.5
2023-02-09,0.0011991171876791623,907,4,0.0012250835114302183,0.001531354389287773,0.0
2023-02-10,0.0011012500732800238,936,4,0.0012250835114302183,0.001531354389287773,0.0
2023-02-13,0.0011652040448254094,940,4,0.0012250835114302183,0.001531354389287773,0.0
2023-02-14,0.0012661356453762514,887,4,0.0012250835114302183,0.001531354389287773,0.5
2023-02-15,0.0012098680663091264,898,4,0.0012269142995535104,0.001533642874441888,0.0
2023-02-16,0.0011338504746416112,909,4,0.0012269142995535104,0.001533642874441888,0.0
2023-02-17,0.0010571281285244797,965,4,0.0012269142995535104,0.001533642874441888,0.0
2023-02-21,0.001108822894930532,907,4,0.0012269142995535104,0.001533642874441888,0.0
2023-02-22,0.0011895938739551618,872,4,0.0012269142995535104,0.001533642874441888,0.0
2023-02-23,0.0012415706597249353,901,4,0.0012269142995535104,0.001533642874441888,0.5
2023-02-24,0.001389866630065868,927,4,0.001228102876652332,0.001535128595815415,0.5
2023-02-27,0.0004821781729165694,936,4,0.001228646639969687,0.0015358082999621086,0.0
2023-02-28,0.00043936745306872693,925,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-01,0.00044707415331174004,948,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-02,0.0004030698157293332,972,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-03,0.0004367282061080082,985,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-06,0.00039712519292822734,987,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-07,0.0003843363456435571,985,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-08,0.00038267383649016873,983,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-09,0.0004014581552684288,988,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-10,0.0004707483838863067,991,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-13,0.0004121446090173061,996,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-14,0.0005098999377655304,989,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-15,0.0005351368104997512,988,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-16,0.00045371253896078485,988,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-17,0.0004472140875097407,993,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-20,0.0005011710066427787,991,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-21,0.000489341839037145,986,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-22,0.00042818817906919624,987,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-23,0.00047900542980972894,989,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-24,0.0005439248952307987,990,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-27,0.00038231055328755153,984,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-28,0.000577795401570544,982,4,0.001228646639969687,0.0015358082999621086,0.0
2023-03-29,0.0005050608312774273,987,4,0.001228102876652332,0.001535128595815415,0.0
2023-03-30,0.0005331558119329037,992,4,0.0012269142995535104,0.001533642874441888,0.0
2023-03-31,0.00053064559882493,993,4,0.0012250835114302183,0.001531354389287773,0.0
2023-04-03,0.000524708262558447,991,4,0.0012229714365779166,0.0015287142957223958,0.0
2023-04-04,0.0005403730829987522,989,4,0.0012229714365779166,0.0015287142957223958,0.0
