scenario,participation_cap,aum_label,gross_ann_return,net_ann_return,net_sharpe,avg_gross_exposure,pct_days_capacity_constrained,avg_n_cap_binding,max_single_name_participation,mean_daily_max_participation,n_days_with_cap_breach,n_days,interpretation
headline_5pct_adv_cap,0.05,250M,0.025920750503777068,-0.07575049746769746,-1.3098395681262298,0.9994608819818555,0.0005678591709256105,24.876206700738216,0.05000000000000001,0.04999829113422522,0,1761,Required tradable cap from the brief.
headline_5pct_adv_cap,0.05,1B,0.021491419087644514,-0.06631148893876027,-1.1707850086194629,0.8644355322153568,0.4151050539466212,86.50255536626916,0.05000000000000001,0.05000000000000002,0,1761,Required tradable cap from the brief.
loose_100pct_adv_reference,1.0,250M,0.02542436653196911,-0.07640470748203465,-1.331218977026924,1.0,0.0,0.059057353776263484,1.0,0.36472308724329344,0,1761,Loose-cap diagnostic only; used to show whether cap bites.
loose_100pct_adv_reference,1.0,1B,0.02511564103682451,-0.07662897234443622,-1.3354422388698077,0.9995758465929795,0.0005678591709256105,0.6507666098807495,1.0,0.7842690338803715,0,1761,Loose-cap diagnostic only; used to show whether cap bites.
