portfolio,gross_ann_return,net_ann_return,gross_ann_vol,net_ann_vol,gross_sharpe,net_sharpe,borrow_drag_ann
equal_weight_short_ON_proxy,-0.09413480908500925,-0.10236947188367478,0.1198114675859923,0.11981120132688086,-0.7856911444427961,-0.8544232154419367,0.008234662798665518
