config,moderate_q,high_q,tier_A_pct,tier_B_pct,tier_C_pct,dsi_moderate,dsi_high,dtcn_moderate,dtcn_high,ddtcn_moderate,ddtcn_high
base_90_975,0.9,0.975,0.805081688668148,0.14064566723304142,0.054272644098810614,0.10574415620923151,0.18580926358877864,12.301063560069522,21.64103216149766,4.678483091324058,10.604060068932494
stricter_90_99,0.9,0.99,0.805081688668148,0.17270247897878274,0.022215832353069315,0.10574415620923151,0.2510786863641641,12.301063560069522,29.877963680390092,4.678483091324058,15.732504764250653
stricter_95_99,0.95,0.99,0.8960954994989762,0.08168866814795452,0.022215832353069315,0.14463960154111882,0.2510786863641641,16.594155407905404,29.877963680390092,7.407719686016464,15.732504764250653
looser_85_975,0.85,0.975,0.7219831830261839,0.22374417287500545,0.054272644098810614,0.0844019256306851,0.18580926358877864,10.084506123169652,21.64103216149766,3.2945994762533157,10.604060068932494
